"province","district","ward","id","code","name","address","email","latitude","longitude"
"Thừa Thiên - Huế","Huyện A Lưới","Xã Sơn Thủy",1494,"1494","Bưu Cục A Lưới-Huế","Quảng Hợp, Sơn Thủy, A Lưới, Thừa Thiên Huế","",16.2375554,107.2666919
"Đắk Lắk","Thành phố Buôn Ma Thuột","Phường Tân Tiến",1930,"1930","Bưu Cục Buôn Đôn-Đắk Lắk","Số Mới Đường Hoàng Hoa Thám,Phường Tân Tiến,Thành Phố Buôn Mê Thuột,Đăk Lăk","",12.674913,108.029644
"Cần Thơ","Quận Cái Răng","Phường Lê Bình",1890,"1890","Bưu Cục Q.Cái Răng-Cần Thơ","Đường Nguyễn Việt Dũng, KV Yên Thượng, Phường Lê Bình, Quận Cái Răng, TP Cần Thơ","",9.998809,105.745543
"Lâm Đồng","Huyện Cát Tiên","Thị trấn Cát Tiên",1896,"1896","Bưu Cục Đạ Huoai-Lâm Đồng","Huyện Cát Tiên-Lâm Đồng","",11.388864,107.516161
"Hà Tĩnh","Huyện Cẩm Xuyên","Thị trấn Cẩm Xuyên",1888,"81_NGO_MAY","Bưu Cục 81 Ngô Mây-Cẩm Xuyên-Hà Tĩnh","Số 81 , Đường Ngô Mây , TT.Cẩm Xuyên , H Cẩm Xuyên , Tỉnh Hà Tĩnh","",18.2566476,106.0047404
"Long An","Huyện Cần Giuộc","Thị trấn Cần Giuộc",1931,"1931","Bưu Cục 156 Nguyễn An Ninh-Cần Giuộc-Long An","156 Nguyễn An Ninh, tổ 11, KP3, TT.Cần Giuộc, Long An","",10.597464,106.668861
"Đắk Lắk","Huyện Cư Kuin","Xã Ea BHốk",1932,"1932","Bưu Cục Cư Kuin-Đắk Lắk","Thôn 4, xã Ea Bhok, huyện Cư Kuin, tỉnh Đắk Lắk","",12.569176,108.167678
"Bà Rịa - Vũng Tàu","Huyện Châu Đức","Thị trấn Ngãi Giao",1946,"1946","Bưu Cục 400 Lê Hồng Phong-Châu Đức-Bà Rịa Vũng Tàu","400 Lê Hồng Phong, Thị Trấn Ngãi Giao, huyện Châu Đức, Bà Rịa - Vũng Tàu","",10.6495041,107.2376317
"Tiền Giang","Thành phố Mỹ Tho","Phường 5",1947,"1947","Bưu Cục 206 A Đoàn Thị Nghiệp-Mỹ Tho-Tiền Giang 03","Huyện Chợ Gạo - Tiền Giang","",10.3635225,106.3426538
"Hà Nam","Huyện Duy Tiên","Xã Bạch Thượng",1941,"1941","Bưu Cục Duy Tiên-Hà Nam","Thôn Nhất, xã Bạch Thượng, huyện Duy Tiên, tỉnh Hà Nam","",20.6788894,105.9378761
"Quảng Nam","Huyện Đại Lộc","Thị Trấn Ái Nghĩa",1898,"1898","Bưu Cục 162 Huỳnh Thúc Kháng-Đại Lộc-Quảng Nam","162 Huỳnh Thúc Kháng, khu Phước Mỹ, Ái Nghĩa, H Đại Lộc, tỉnh Quảng Nam","",15.8818452,108.1142512
"Cà Mau","Huyện Đầm Dơi","Thị trấn Đầm Dơi",1897,"1897","Bưu Cục Đầm Dơi-Cà Mau","Huyện Đầm Dơi - Cà Mau","",8.996332,105.200388
"Phú Yên","Huyện Đông Hòa","Xã Hòa Thành",1948,"1948","Bưu Cục Đông Hòa-Phú Yên","khu phố 2, thị trấn hòa vinh huyện đông hòa, phú yên","",12.997595,109.329571
"Gia Lai","Thành phố Pleiku","Phường Yên Đỗ",1949,"1949","Bưu Cục Đức Cơ-Gia Lai","Huyện Đức Cơ-Gia Lai","",10.79641,1
"Lâm Đồng","Huyện Đức Trọng","Thị trấn Liên Nghĩa",1950,"1950","Bưu Cục 45 Phan Đình Phùng-Đức Trọng-Lâm Đồng","Hẻm 79 Thị Trấn Liên Nghĩa, Huyện Đức Trọng, Tỉnh Lâm Đồng","",11.724909,108.365865
"Quảng Trị","Huyện Hải Lăng","Xã Hải Thọ",1886,"1886","Bưu Cục Hải Lăng-Quảng Trị","Thôn Tân Diên, xã Hải Thọ, H Hải Lăng, tỉnh Quảng Trị","",16.680317,107.253946
"Bình Thuận","Huyện Hàm Thuận Bắc","Xã Hàm Thắng",1951,"1951","Bưu Cục Hàm Thuận Bắc-Bình Thuận","KDC Lại An Viên,Thôn Thắng Thuận,Xã Hàm Thắng Huyện Hàm Thuận Bắc","",10.9558098,108.1157894
"Khánh Hòa","Thị xã Ninh Hòa","Phường Ninh Hiệp",1490,"1490","Bưu Cục Ninh Hòa-Khánh Hòa","Tổ Dân Phố 15, P.Ninh Hiệp, Thị xã Ninh Hòa, Khánh Hòa","duycr1990@gmail.com",12.494088,109.140017
"Đà Nẵng","Quận Hải Châu","Phường Hòa Cường Bắc",1899,"1899","Bưu Cục 288 Núi Thành-Q.Hải Châu-Đà Nẵng","288 Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, TP Đà Nẵng","",16.0426558,108.2214644
"Bình Dương","Huyện Phú Giáo","Xã Vĩnh Hoà",1446,"1446","Bưu Cục 376/38 Trảng Sắn-Phú Giáo-Bình Dương","37638 tổ 3, ấp Trảng sắn, xã vĩnh hòa, Phú Giáo, Bình Dương","",11.2751,106.778815
"Phú Yên","Huyện Phú Hòa","Xã Hòa An",1956,"1956","Bưu Cục Phú Hòa-Phú Yên","Thôn Phú Ân Xã Hòa An Huyện Phú Hòa Tỉnh Phú Yên","",13.060817,109.266583
"Thái Nguyên","Huyện Phú Lương","Thị trấn Đu",1957,"1957","Bưu Cục 757 Dương Tự Minh-Phú Lương-Thái Nguyên","Tiểu khu Dương Tự Minh , thị trấn Đu , huyện Phú Lương , Thái Nguyên","",21.7411458,105.7034441
"Thanh Hóa","Huyện Quan Hóa","Thị trấn Quan Hóa",1444,"1444","Bưu Cục Quan Hóa-Thanh Hóa","1","",20.2961988,105.096302
"Quảng Ninh","Thị xã Quảng Yên","Phường Yên Giang",1893,"1893","Bưu Cục 130 Trần Nhân Tông-Quảng Yên-Quảng Ninh","Số 130 đường Trần Nhân Tông, phường Yên Giang, thị xã Quảng Yên, tỉnh Quảng Ninh","",20.9391331,106.7893448
"Tuyên Quang","Huyện Sơn Dương","Thị trấn Sơn Dương",1938,"1938","Bưu Cục Sơn Dương-Tuyên Quang","Tổ DP Tân An, thị trấn Sơn Dương, huyện Sơn Dương, tỉnh Tuyên Quang","",21.6993559,105.403288
"Quảng Ngãi","Thành phố Quảng Ngãi","Phường Trương Quang Trọng",1939,"1939","Bưu Cục Sơn Tịnh-Quảng Ngãi","3662 Võ Nguyên Giáp, Phường Trương Quang Trọng, Thành Phố Quảng Ngãi, Tỉnh Quảng Ngãi","",15.113405,108.7933247
"Bình Định","Huyện Tây Sơn","Xã Tây Thuận",1960,"1960","Bưu Cục Tây Sơn-Bình Định","Huyện Tây Sơn - Bình Định","",10.79641,108.98291
"Bắc Ninh","Huyện Tiên Du","Xã Nội Duệ",1891,"1891","Bưu Cục Tiên Du-Bắc Ninh","Làn 2 bãi gié đình cả,tiên du,bắc ninh (Thôn đình Cả, xã Nội Duệ)","",21.1335832,105.9975816
"Hải Phòng","Huyện Tiên Lãng","Xã Bạch Đằng",1443,"1443","Bưu Cục Tiên Lãng-Hải Phòng","Xã Bạch Đằng, Huyện Tiên Lãng, Tỉnh Hải Phòng","",20.709103,106.5655546
"Quảng Ninh","Huyện Tiên Yên","Xã Tiên Lãng",1442,"1442","Bưu Cục Tiên Yên-Quảng Ninh","Số 98, Xóm Nương, Xã Tiên Lãng, Huyện Tiên Yên, Tỉnh Quảng Ninh","",21.3278348,107.4131425
"Điện Biên","Huyện Tuần Giáo","Thị trấn Tuần Giáo",1962,"1962","Bưu Cục Tuần Giáo-Điện Biên","Huyện Tuần Giáo - Điện Biên","",21.385027,103.031569
"Ninh Thuận","Thành phố Phan Rang – Tháp Chàm","Phường Phước Mỹ",1961,"1961","Bưu Cục Thuận Nam-Ninh Thuận","01 Lương Văn Can , TP.Phan Rang-Tháp Chàm , tỉnh Ninh Thuận","nguyenduylong041083@gmail.com",11.586091,108.968657
"Thanh Hóa","Huyện Triệu Sơn","Xã Dân Lực",1450,"1450","Bưu Cục Triệu Sơn-Thanh Hóa","1Thôn Thị Tứ, Xã Dân Lực, Huyện Triệu Sơn, Tỉnh Thanh Hóa","",19.8402725,105.6003557
"Hưng Yên","Huyện Văn Giang","Xã Tân Tiến",1900,"1900","Bưu Cục Văn Giang-Hưng Yên","Huyện Văn Giang - Hưng Yên","",20.9286163,105.9639754
"Lạng Sơn","Huyện Văn Lãng","Thị trấn Na Sầm",1940,"1940","Bưu Cục Văn Lãng-Lạng Sơn","140 khu 1, thị trấn Na Sầm, huyện Văn Lãng, tỉnh Lạng Sơn","",22.054755,106.612308
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2106,"VTU-VinMart+-921BinhGia","VTU-VinMart+-921BinhGia","921 Bình Gĩa , Phường 10, TP. Vũng Tàu","",10.79641,106.6644
"Bình Thuận","Huyện Hàm Thuận Bắc","Xã Hàm Thắng",2311,"2311","Bưu Cục Đảo Phú Quý-Bình Thuận","KDC Lại An Thôn Thắng Thuận xã Hàm Thắng huyện Hàm Thuận Bắc Tỉnh Bình Thuân","duy.ph@ghn.vn",10.506311,108.953727
"Long An","Huyện Thủ Thừa","Thị trấn Thủ Thừa",2307,"2307","Bưu Cục Thủ Thừa-Long An","Huyện Thủ Thừa - Long An","",10.54137,106.4061625
"Cà Mau","Huyện Trần Văn Thời","Thị trấn Trần Văn Thời",2316,"2316","Bưu Cục Trần Văn Thời-Cà Mau","Minh Hà B, Khánh Bình Đông, Trần Văn Thời, Cà Mau","",9.08017,104.967995
"Hà Giang","Huyện Yên Minh","Thị trấn Yên Minh",2323,"2323","Bưu Cục 02 Lê Quý Đôn-Yên Minh-Hà Giang","Huyện Yên Minh - Hà Giang","",10.2938,108.093
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2335,"KhoLayShopLonBinhTan","Kho lấy hàng shop lớn Bình Tân_Hồ Chí Minh","Quận Bình Tân - Hồ Chí Minh","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2337,"KhoLayTanBinh","Kho lấy hàng shop lớn Tân Bình_Hồ Chí Minh","Quận Tân Bình - Hồ Chí Minh","",0,0
"Nam Định","Huyện Ý Yên","Xã Yên Tân",1003,"NamDinh","Ý Yên Nam Định","Yên Tân, Ý Yên, Nam Định","",10.52158,105.1259
"Bạc Liêu","Thành phố Bạc Liêu","Phường 3",1175,"Bạc Liêu","Bạc Liêu","Phường 3, Thành phố Bạc Liêu, Bạc Liêu","",10.52158,105.1259
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1090,"1090","Big C Thanh Khê","Khu thương mại Vĩnh Trung, 255-257 Hùng Vương, Thanh Khê, Đà Nẵng ","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1100,"1100","Big C Thăng Long","222 Trần Duy Hưng, Trung Hòa, Cầu Giấy, Hà Nội","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1234,"PhuNhuanHub","HCM-Phú Nhuận","69 Hoàng Văn Thụ, phường 15, quận Phú Nhuận, thành phố Hồ Chí Minh","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1163,"1163","Bắc Giang","Bắc giang","",10.79641,106.6644
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",1164,"1164","Bắc Ninh","Bắc Ninh","",0,0
"Hồ Chí Minh","Quận 10","Phường 1",1339,"1339","Bưu Cục 370 Lê Hồng Phong-Q.10-HCM","số 370 Lê Hồng Phong, Phường 1, Quận 10, HCM","",10.763785,106.676038
"Quảng Ngãi","Huyện Mộ Đức","Thị trấn Mộ Đức",2458,"2458","Bưu Cục Ba Tơ-Quảng Ngãi","10  Ngã tư Thạch Trụ - Mộ Đức,Quảng Ngãi","",10.89214,101.33873
"","","",2461,"2461","Bưu Cục 229 Quan Nhân-Q.Thanh Xuân-HN","229 Quan Nhân, Nhân Chính, Thanh Xuân","",20.991814,105.806839
"","","",2464,"2464","Bưu Cục Văn Quán-Q.Hà Đông-HN","TT19 - A6 Đô thị Văn Quán, Yên Phúc, Phường Phúc La, Quận Hà Đông, TP. Hà Nội","",20.969655,105.791094
"Hải Phòng","Huyện Kiến Thụy","Xã Ngũ Đoan",2467,"2467","Bưu Cục Kiến Thụy-Hải Phòng","125 quán trữ, Quận Kiến An, Hải Phòng","",20.718398,106.675812
"Ninh Bình","Huyện Yên Mô","Thị trấn Yên Thịnh",2470,"2470","Bưu Cục Yên Mô-Ninh Bình","Thị trấn Yên Thịnh, huyện Yên Mô, tỉnh Ninh Bình","",20.1550396,106.0138938
"Hồ Chí Minh","Quận 8","Phường 7",2376,"2376","Bưu Cục 2999 Phạm Thế Hiển-Q.8-HCM","2999 Phạm Thế Hiển, Phường 7, Quận 8, TP.HCM","",10.7168692,106.6324732
"Hồ Chí Minh","Quận Gò Vấp","Phường 16",2486,"2486","Bưu Cục 558 Phạm Văn Chiêu-Q.Gò Vấp-HCM","558 Phạm Văn Chiêu, Phường 16, Quận Gò Vấp, Thành phố Hồ Chí Minh","",10.851978,106.659357
"Hồ Chí Minh","Quận 10","Phường 11",2487,"2487","Bưu Cục 496 Điện Biên Phủ-Q.10-HCM","496 Điện Biên Phủ, Phường 11, Quận 10, Thành Phố Hồ Chí Minh","",10.772611,106.678747
"Hồ Chí Minh","Quận 3","Phường 12",2488,"2488","Bưu Cục 1046 Trường Sa-Q.3-HCM","1046 Trường Sa, Phường 12, Quận 3, Thành phố Hồ Chí Minh","",10.787649,106.67308
"","","",2491,"2491","Bưu Cục Tân Mai-Q.Hoàng Mai-HN","Số 06 Tổ 02 Giáp Lục, phường Tân Mai, quận Hoàng Mai, Hà Nội","",20.9851412,105.8454078
"Hà Nội","Quận Bắc Từ Liêm","Phường Đông Ngạc",2511,"2511","Bưu Cục 80A Dương Đình Hội-Q.9-HCM","Big C Trường Chinh","",10.77482,106.705307
"Hồ Chí Minh","Quận 10","Phường 14",2512,"2512","Bưu Cục Ql50-Bình Chánh-HCM","7/28 Thành Thái, Phường 14, Qu","",10.769556,106.663627
"Hồ Chí Minh","Quận 10","Phường 12",2513,"2513","Bưu Cục 1A38 Trần Văn Giàu-Bình Chánh-HCM","416 Nguyễn Thị Minh Khai, KP Đông Chiêu, Phường Tân Đông Hiệp, Thị Xã Dĩ An, Tỉnh Bình Dương --- update","",10.769556,106.663627
"Đà Nẵng","Quận Ngũ Hành Sơn","Phường Khuê Mỹ",2515,"2515","Bưu Cục 141 Đường Số 5 An Phú-Q.2-HCM","HCM-Gò Vấp","",10.77482,106.705307
"","","",2518,"2518","Bưu Cục 7/11 Lê Thị Hà-Hóc Môn-HCM","","",10.77482,106.705307
"Hồ Chí Minh","Quận 10","Phường 11",2523,"2523","Bưu cục 34 Thụy Khuê-Q.Tây Hồ-HN","Kho giao nhận Gò Vấp_Hồ Chí Minh","",10.769556,106.663627
"","","",2524,"2524","Bưu Cục 885 Tam Trinh-Q.Hoàng Mai-HN","Kho giao nhận Gò Vấp_Hồ Chí Minh","",43,24
"Hồ Chí Minh","Quận 10","Phường 14",2527,"2527","Bưu Cục 793 Trần Nhân Tông-Q.Kiến An-Hải Phòng","HCM-Gò Vấp","",10.77482,106.705307
"Hồ Chí Minh","Quận 11","Phường 3",2529,"2529","Bưu Cục 599 Nguyễn Văn Cừ-Hạ Long-Quảng Ninh","","",34,34
"Hồ Chí Minh","Quận 10","Phường 14",2530,"2530","Bưu Cục Đảo Cát Hải-Hải Phòng","DNI-VinMart+-18/30ATo24","",12,11
"Bình Dương","Thị xã Thuận An","Phường An Thạnh",2537,"2537","Bưu Cục An Thạnh-Thuận An-Bình Dương","187/3C Đường Thủ khoa huân Khu Phố thạnh hoà B, Phường an thạnh, Thành Phố Thuận An, Bình Dương","",55,55
"Hồ Chí Minh","Quận 10","Phường 11",2538,"2538","Bưu Cục Trảng Dài-Biên Hòa-Đồng Nai","BDG-VinMart+-D7/28KPBinhThuan2","",99,44
"Đắk Lắk","Thành phố Buôn Ma Thuột","Phường Tân Tiến",2494,"2494","Bưu Cục Hòa Phú-Buôn Ma Thuột-Đắk Lắk","116 Hoàng Hoa Thám,Phường Tân Tiến,Thành Phố Buôn Mê Thuột,Đăk Lăk","",12.674593,108.029451
"Đắk Lắk","Thành phố Buôn Ma Thuột","Phường Tân Tiến",2495,"2495","Bưu Cục Hòa Thuận-Buôn Ma Thuột-Đắk Lắk","116 Hoàng Hoa Thám,Phường Tân Tiến,Thành Phố Buôn Mê Thuột,Đăk Lăk","",12.674593,108.029451
"","","",2575,"ਏ","sdsd","BDG-VinMart+-D7/28KPBinhThuan2","",33,22
"","","",2577,"਑","33"," - Bưu Cục 254-256 Âu Cơ-Q.Liên Chiểu-Đà Nẵng","",33,22
"Đà Nẵng","Quận Sơn Trà","Phường Nại Hiên Đông",2578,"਒","sdsd","BDG-VinMart+-D7/28KPBinhThuan2","",33,22
"Hồ Chí Minh","Quận 11","Phường 10",2598,"ਦ","33"," - Bưu Cục 254-256 Âu Cơ-Q.Liên Chiểu-Đà Nẵng","",33,22
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2690,"codeabc","test kho abc","dia chi abc","",10.79641,106.6644
"","","",2497,"2497","Bưu Cục Văn Bình-Thường Tín-HN","Ngõ 1, Khu đất dịch vụ xã Văn Bình - Thường Tín - Hà Nội","",20.871175,105.867481
"An Giang","Huyện Tri Tôn","Xã Châu Lăng",2361,"2361","Bưu Cục Tri Tôn-An Giang","Ấp An Thuận, xã Châu Lăng, huyện Tri Tôn, tỉnh An Giang","",10.4378598,104.9961005
"Trà Vinh","Thị xã Duyên Hải","Phường 1",2410,"2410","Bưu Cục Duyên Hải-Trà Vinh","Khóm 3, Phường 1, Thị xã Duyên Hải, Tỉnh Trà Vinh","",9.6468369,106.5007387
"Hà Nam","Huyện Thanh Liêm","Xã Thanh Hà",2408,"2408","Bưu Cục Thanh Liêm-Hà Nam","Thôn Ứng Liêm, Xã Thanh Hà, Huyện Thanh Liêm, Tỉnh Hà Nam","",20.5018141,105.930777
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2424,"2424","Kho giao nh?n Bình Th?nh 2_H? Chí Minh","Qu?n Bình Th?nh - H? Chí Minh","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2430,"2430","Wheeeewwwwwww","324324 LHQ","",11.2358878,10.235698
"Hồ Chí Minh","Quận Tân Bình","Phường 12",2438,"2438","Bưu Cục 353A Nguyễn Thái Bình-Q.Tân Bình-HCM 01","Số 353A Nguyễn Thái Bình, Phường 12, Quận Tân Bình","",10.7962402,106.6520197
"Hồ Chí Minh","Quận Tân Bình","Phường 10",2435,"2435","Bưu Cục 400 Âu Cơ-Q.Tân Bình-HCM 01","400 Âu Cơ, phường 10, Quận Tân Bình, Thành phố HCM","",10.7780861,106.6457551
"Hồ Chí Minh","Quận Tân Bình","Phường 13",2439,"2439","Bưu Cục 04 Nhất Chi Mai-Q.Tân Bình-HCM","Số 4 Nhất Chi Mai, Phường 13, Quận Tân Bình, TP.HCM","",10.8028396,106.639924
"Hồ Chí Minh","Quận Phú Nhuận","Phường 15",2440,"2440","Bưu Cục 69 Hoàng Văn Thụ-Q.Phú Nhuận-HCM 01","Số 69 Hoàng Văn Thụ, Phường 15, Quận Phú Nhuận","tanlv@ghn.vn",10.7992314,106.678233
"Hồ Chí Minh","Quận 1","Phường Bến Nghé",111121,"testcvs1","Điểm thử nghiệm CVS CircleK1","665 QL22, Phước Thạnh, Củ Chi, Hồ Chí Minh, Vietnam 1","test@gmail.com",11.0027611,106.4362861
"Hồ Chí Minh","Huyện Củ Chi","Xã An Nhơn Tây",111122,"testcvs1","Điểm thử nghiệm CVS CircleK1","665 QL22, Phước Thạnh, Củ Chi, Hồ Chí Minh, Vietnam 1","test123213@gmail.com1",11.0027611,106.4362861
"Hồ Chí Minh","Quận 10","Phường 12",2441,"2441","Bưu Cục 16A Lê Hồng Phong-Q.10-HCM 04","16A Lê Hồng Phong","",10.7756833,106.6705867
"Bình Dương","Thị xã Tân Uyên","Phường Tân Hiệp",2444,"2444","Bưu Cục Tân Hiệp-Tân Uyên-Bình Dương","KP Ông Đông, phường Tân Hiệp, Thị xã Tân Uyên, Bình Dương","",11.0672813,106.7518045
"Hồ Chí Minh","Quận 1","Phường Đa Kao",2443,"2443","Bưu Cục 2 Bis Nguyễn Thị Minh Khai-Q.1-HCM","2Bis Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, TP.HCM","",10.7900041,106.7041314
"Bình Dương","Thị xã Tân Uyên","Phường Tân Phước Khánh",2445,"2445","Bưu Cục Tân Phước Khánh-Tân Uyên-Bình Dương","Tổ 5, KP Khánh Lộc, phường Tân Phước Khánh, thị xã Tân Uyên, tình Bình Dương","",11.009015,106.7448137
"Hồ Chí Minh","Quận 2","Phường An Lợi Đông",132122,"testcvs1","Điểm thử nghiệm CVS CircleK1","665 QL22, Phước Thạnh, Củ Chi, Hồ Chí Minh, Vietnam 1","test123213@gmail.com",11.0027611,106.4362861
"Cà Mau","Huyện Thới Bình","Thị trấn Thới Bình",2432,"2432","Bưu Cục Thới Bình-Cà Mau","Huyện Thới Bình - Cà Mau","huethytran25@gmail.com",9.171092,105.154226
"Lào Cai","Huyện Xi Ma Cai","Xã Cán Cấu",5990,"5990","Điểm thử nghiệm CVS CircleK13123","665 QL22, Phước Thạnh, Củ Chi, Hồ Chí Minh, Vietnam 1","test123213@gmail.com",11.0027611,106.4362861
"Nghệ An","Huyện Diễn Châu","Xã Diễn Kỷ",2446,"2446","Bưu Cục Diễn Châu-Nghệ An","Thôn 7 Xã Diễn Kỷ, huyện Diễn Châu, tỉnh Nghệ An","",19.0156124,105.5861231
"Phú Thọ","Huyện Phù Ninh","Xã Phú Lộc",2447,"2447","Bưu Cục Phù Ninh-Phú Thọ","Khu 11, xã Phú Lộc, huyện Phù Ninh, tỉnh Phú Thọ","",21.4199803,105.2969397
"Đà Nẵng","Quận Thanh Khê","Phường Hòa Khê",2448,"2448","Bưu Cục 77 Nguyễn Phước Thái-Q.Thanh Khê-Đà Nẵng","77 Nguyễn Phước Thái, Hòa Khê, Thanh Khê, Đà Nẵng","",16.05946,108.182225
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2368,"M2MDakLak-81XVNT","M2M Ð?k L?k-81 XVNT","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2370,"M2MHCMDamSen","M2M HCM Ð?m Sen","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2371,"M2MHCMHoThiKy","M2M HCM H? Th? K?","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2372,"M2MHCMThuDuc","M2M HCM Sài Ð?ng","","",0,0
"Bình Phước","Huyện Lộc Ninh","Xã Lộc Hưng",2373,"2373","Bưu Cục Lộc Ninh-Bình Phước","Ấp 5, xã Lộc Hưng, huyện Lộc Ninh, tỉnh Bình Phước","vubv@ghn.vn",11.79781,106.585182
"Bình Phước","Huyện Phú Riềng","Xã Bù Nho",2374,"2374","Bưu Cục Phú Riềng-Bình Phước","Tổ 8, thôn Tân Lực, xã Bù Nho, huyện Phú Riềng, tình Bình Phước","vubv@ghn.vn",11.739364,106.87426
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2369,"M2MHCMBinhDien","HCM Vinmart Pickup","","",0,0
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2375,"KhoLayQ8","Kho l?y hàng shop l?n Qu?n 8_H? Chí Minh","Qu?n 8 - H? Chí Minh","",0,0
"Long An","Huyện Vĩnh Hưng","Thị trấn Vĩnh Hưng",2378,"2378","Bưu Cục 145 Nhật Tảo-Vĩnh Hưng-Long An","145 Nhật Tảo, KP3, TT. Vĩnh Hưng, H.Vĩnh Hưng, Long An","",10.896906,105.783827
"Bình Thuận","Huyện Bắc Bình","Thị trấn Chợ Lầu",2364,"2364","Bưu Cục 57C Ngô Gia Tự-Bắc Bình-Bình Thuận","57C Ngô Gia Tự, chợ lầu, Bắc Bình, Bình Thuận","nguyenduylong041083@gmail.com",11.223467,108.505691
"Long An","Huyện Tân Thạnh","Thị trấn Tân Thạnh",2363,"2363","Bưu Cục Tân Thạnh-Long An","Huyện Tân Thạnh - Long An","",10.541498,106.4062002
"Long An","Thành phố Tân An","Phường 5",2362,"2362","Kho giao nhận Mộc Hóa_Long An","Vĩnh Hưng Long An","",0,0
"Hồ Chí Minh","Quận 1","Phường Bến Thành",17896,"17896","kho cua VNMilk","https://www.facebook.com/thien.hieu.tdt","",11.0027611,106.4362861
"Hồ Chí Minh","Quận 3","Phường 2",20026,"20026","Điểm dịch vụ CVS 20026","1566 Nguyễn Thị Đặng, Phường Hiệp Thành, Quận 12, TP. HCM","",20.222588,10.235689
"Hồ Chí Minh","Quận 1","Phường Bến Thành",3423,"3423","Điểm dịch vụ CVS 202022","1, duong so 1, thanh pho hcm","",333.233434,2222.1232323
"Hà Nội","Quận Bắc Từ Liêm","Phường Cổ Nhuế 1",209988,"209988","Điểm dịch vụ CVS 2002229","123456 Nguyễn Thị Đặng, Phường Hiệp Thành, Quận 12, TP. HCM","",11.2358878,106.4362861
"Hà Tĩnh","Huyện Cẩm Xuyên","Thị trấn Cẩm Xuyên",1888,"1888","Bưu Cục 81 Ngô Mây-Cẩm Xuyên-Hà Tĩnh","Số 81 , Đường Ngô Mây , TT.Cẩm Xuyên , H Cẩm Xuyên , Tỉnh Hà Tĩnh","hieuthien95@gmail.com",11.0027611,106.4362861
"Cà Mau","Huyện Năm Căn","Thị Trấn Năm Căn",2431,"2431","Bưu Cục 54 Hùng Vương-Năm Căn-Cà Mau","Khu vực 3, khóm 3, thị trấn Năm Căn, huyện Năm Căn, tỉnh Cà Mau","",8.757212,104.980232
"","","",2433,"2433","Bưu cục Tân Tiến-Chương Mỹ-HN","Tân Hội, Tân Tiến, Huyện Chương Mỹ, Hà Nội","",20.865608,105.611089
"Kiên Giang","Huyện đảo Kiên Hải","Xã Nam Du",2434,"2434","Bưu Cục Kiên Hải-Kiên Giang","Huyện Kiên Hải - Kiên Giang","",10,108.12
"Hồ Chí Minh","Quận 7","Phường Tân Kiểng",2275,"2275","Bưu Cục 37 Bế Văn Cấm-Q.7-HCM 01","37 Bế Văn Cấm Phường Tân Kiểng Quận 7 , , Hồ Chí Minh (Kho giao nhận Quận 7_ Hồ Chí Minh)","",11.0235858,10.36589
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2404,"2404","B2B Ð?k L?k-Nguy?n Ti?n Ði?p","","",0,0
"Long An","Huyện Đức Huệ","Xã Mỹ Thạnh Đông",2377,"2377","Bưu Cục Đức Huệ-Long An","Ấp 4, Xã Mỹ Thạnh Đông, Huyện Đức Huệ, Long An","",10.866765,106.305369
"Hồ Chí Minh","Quận 10","Phường 12",2420,"2420","Bưu Cục 16A Lê Hồng Phong-Q.10-HCM 02","16A Lê Hồng Phong","",10.7758332,106.6704472
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2427,"2427","Kho giao nh?n Bình Th?nh 5_H? Chí Minh","Qu?n Bình Th?nh - H? Chí Minh","",0,0
"","","",2411,"2411","Bưu Cục 6/318 Ngọc Trì-Q.Long Biên-HN","Tổ 11- Thạch Bàn – Long Biên – Hà Nội","",21.0225521,105.9163886
"Cao Bằng","Huyện Bảo Lâm","Xã Đức Hạnh",2354,"KhoLayQ1","Kho l?y hàng shop l?n Qu?n 1_H? Chí Minh","Qu?n 1 - H? Chí Minh","",0,0
