"id","title","short_title","api_uri","first_name","middle_name","last_name","suffix","date_of_birth","gender","party","leadership_role","twitter_account","facebook_account","youtube_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","contact_form","in_office","cook_pvi","dw_nominate","ideal_point","seniority","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid"
"H000528","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000528.json","Wally",,"Herger",,"1945-05-20","M","R",,,,"RepWallyHerger","400176","12557",,"15419",,,"","",,,false,,,,"4",,,,"2016-05-03 15:22:17 -0400","ocd-division/country:us/state:ca/cd:2",,,,"CA","2",false,"0602"
"H000547","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000547.json","Dennis","Mark","Hertel",,"1948-12-07",,"D",,,,,"405409",,,"14833",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:mi/cd:14",,,,"MI","14",false,"2614"
"H000586","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000586.json","John","Patrick","Hiler",,"1953-04-24","M","R",,,,,"405448",,,"14834",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:in/cd:3",,,,"IN","3",false,"1803"
"H000652","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000652.json","Peter","D.","Hoagland",,"1941-11-17","M","D",,,,,"405507",,,"15609",,,"","",,,false,,,,"2",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ne/cd:2",,,,"NE","2",false,"3102"
"H000670","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000670.json","George","J.","Hochbrueckner",,"1938-09-20","M","D",,,,,"405524",,,"15420",,,"","",,,false,,,,"4",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ny/cd:1",,,,"NY","1",false,"3601"
"H000729","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000729.json","Clyde","Cecil","Holloway",,"1943-11-28",,"R",,,,,"405580",,,"15421",,,"","",,,false,,,,"4",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:la/cd:8",,,,"LA","8",false,"2208"
"H000776","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000776.json","Larry","Jones","Hopkins",,"1933-10-25",,"R",,,,,"405626",,,"14635",,,"","",,,false,,,,"12",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ky/cd:6",,,,"KY","6",false,"2106"
"H000797","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000797.json","Frank","Jefferson","Horton",,"1919-12-12","M","R",,,,,"405646",,,"10596",,,"","",,,false,,,,"28",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ny/cd:29",,,,"NY","29",false,"3629"
"H000814","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000814.json","Amory",,"Houghton",,"1926-08-07","M","R",,,,,"400188",,,"15422",,,"","",,,false,,,,"4",,,,"2013-04-12 20:12:01 -0400","ocd-division/country:us/state:ny/cd:34",,,,"NY","34",false,"3634"
"H000874","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000874.json","Steny","H.","Hoyer",,"1939-06-14","M","D",,"LeaderHoyer","WhipHoyer","LeaderHoyer","400189","1919","26890","14873","N00001821","/m/025k5p","","https://hoyer.house.gov",,,false,,,,"10",,,,"2021-03-02 02:35:38 -0500","ocd-division/country:us/state:md/cd:5",,,,"MD","5",false,"2405"
"H000878","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000878.json","Carroll",,"Hubbard",,"1937-07-07",,"D",,,,,"405724",,,"14237",,,"","",,,false,,,,"16",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ky/cd:1",,,,"KY","1",false,"2101"
"H000901","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000901.json","Thomas","Jerald","Huckaby",,"1941-07-19","M","D",,,,,"405747",,,"14427",,,"","",,,false,,,,"14",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:la/cd:5",,,,"LA","5",false,"2205"
"H000930","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000930.json","William","J.","Hughes",,"1932-10-17","M","D",,,,,"405775",,,"14238",,,"","",,,false,,,,"16",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:nj/cd:2",,,,"NJ","2",false,"3402"
"H000981","Representative","Rep.","https://api.propublica.org/congress/v1/members/H000981.json","Duncan","L.","Hunter",,"1948-05-31","M","R",,,,,"400191",,,"14835",,,"","",,,false,,,,"10",,,,"2013-04-12 20:12:03 -0400","ocd-division/country:us/state:ca/cd:45",,,,"CA","45",false,"0645"
"H001018","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001018.json","Earl","Dewitt","Hutto",,"1926-05-12","M","D",,,,,"405855",,,"14636",,,"","",,,false,,,,"12",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:fl/cd:1",,,,"FL","1",false,"1201"
"H001022","Representative","Rep.","https://api.propublica.org/congress/v1/members/H001022.json","Henry","John","Hyde",,"1924-04-18","M","R",,,,,"400192",,,"14239",,,"","",,,false,,,,"16",,,,"2013-04-12 20:12:02 -0400","ocd-division/country:us/state:il/cd:6",,,,"IL","6",false,"1706"
"I000024","Representative","Rep.","https://api.propublica.org/congress/v1/members/I000024.json","James","M.","Inhofe",,"1934-11-17","M","R",,"InhofePress","jiminhofe","jiminhofepressoffice","300055","5619","27027","15424","N00005582","/m/021kpl","","https://www.inhofe.senate.gov",,,false,,,,"4",,,,"2019-01-06 15:20:57 -0500","ocd-division/country:us/state:ok/cd:1",,,,"OK","1",false,"4001"
"I000029","Representative","Rep.","https://api.propublica.org/congress/v1/members/I000029.json","Andrew","Poysell","Ireland",,"1930-08-23","M","R",,,,,"405887",,,"14428",,,"","",,,false,,,,"14",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:fl/cd:10",,,,"FL","10",false,"1210"
"J000033","Representative","Rep.","https://api.propublica.org/congress/v1/members/J000033.json","Andrew",,"Jacobs","Jr.","1932-02-24","M","D",,,,,"405939",,,"10742",,,"","",,,false,,,,"24",,,,"2017-11-29 06:35:53 -0500","ocd-division/country:us/state:in/cd:10",,,,"IN","10",false,"1810"
"J000047","Representative","Rep.","https://api.propublica.org/congress/v1/members/J000047.json","Craig","T.","James",,"1941-05-05",,"R",,,,,"405952",,,"15610",,,"","",,,false,,,,"2",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:fl/cd:4",,,,"FL","4",false,"1204"
"J000083","Representative","Rep.","https://api.propublica.org/congress/v1/members/J000083.json","Edgar","Lanier","Jenkins",,"1933-01-04","M","D",,,,,"405985",,,"14429",,,"","",,,false,,,,"14",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ga/cd:9",,,,"GA","9",false,"1309"
"J000177","Representative","Rep.","https://api.propublica.org/congress/v1/members/J000177.json","Tim",,"Johnson",,"1946-12-28","M","D",,"SenJohnsonSD","Senator-Tim-Johnson","senatorjohnson","300058","2545",,"15425",,"/m/01xwcp","","http://www.johnson.senate.gov",,,false,,,,"4",,,,"2016-06-14 16:31:39 -0400","ocd-division/country:us/state:sd/cd:1",,,,"SD","At-Large",true,"4600"
"J000163","Representative","Rep.","https://api.propublica.org/congress/v1/members/J000163.json","Nancy","Lee","Johnson",,"1935-01-05","F","R",,,,,"400205",,,"15027",,,"","",,,false,,,,"8",,,,"2013-04-12 20:12:02 -0400","ocd-division/country:us/state:ct/cd:6",,,,"CT","6",false,"0906"
"J000187","Representative","Rep.","https://api.propublica.org/congress/v1/members/J000187.json","Harry","A.","Johnston",,"1931-12-02","M","D",,,,,"406082",,,"15611",,,"","",,,false,,,,"2",,,,"2013-04-12 20:11:58 -0400","ocd-division/country:us/state:fl/cd:14",,,,"FL","14",false,"1214"
"J000256","Representative","Rep.","https://api.propublica.org/congress/v1/members/J000256.json","Walter","Beaman","Jones",,"1913-08-19","M","D",,,,,"406148",,,"10788",,,"","",,,false,,,,"26",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:nc/cd:1",,,,"NC","1",false,"3701"
"J000211","Representative","Rep.","https://api.propublica.org/congress/v1/members/J000211.json","Ben",,"Jones",,"1941-08-30",,"D",,,,,"406106",,,"95120",,,"","",,,false,,,,"2",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ga/cd:4",,,,"GA","4",false,"1304"
"J000265","Representative","Rep.","https://api.propublica.org/congress/v1/members/J000265.json","James","Prather","Jontz",,"1951-12-18","M","D",,,,,"406157",,,"15425",,,"","",,,false,,,,"4",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:in/cd:5",,,,"IN","5",false,"1805"
"K000008","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000008.json","Paul","E.","Kanjorski",,"1937-04-02","M","D",,,,"CongressmanKanjorski","400210","5974",,"15220",,"/m/03tv7x","","",,,false,,,,"6",,,,"2016-06-14 16:31:43 -0400","ocd-division/country:us/state:pa/cd:11",,,,"PA","11",false,"4211"
"K000009","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000009.json","Marcy",,"Kaptur",,"1946-06-17","F","D",,"RepMarcyKaptur","RepresentativeMarcyKaptur","USRepMarcyKaptur","400211","1458","27016","15029","N00003522","/m/039s3l","","https://kaptur.house.gov","https://kaptur.house.gov/rss.xml",,false,,,,"8",,,,"2021-03-02 02:35:40 -0500","ocd-division/country:us/state:oh/cd:9",,,,"OH","9",false,"3909"
"K000016","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000016.json","John","R.","Kasich",,"1952-05-13","M","R",,,,,"400590","1620",,"15029",,,"","",,,false,,,,"8",,,,"2013-04-12 20:12:00 -0400","ocd-division/country:us/state:oh/cd:12",,,,"OH","12",false,"3912"
"K000020","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000020.json","Robert","William","Kastenmeier",,"1924-01-24","M","D",,,,,"406191",,,"5101",,,"","",,,false,,,,"32",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:wi/cd:2",,,,"WI","2",false,"5502"
"K000110","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000110.json","Joseph","P.","Kennedy","II","1952-09-24","M","D",,,,,"406277",,,"15426",,,"","",,,false,,,,"4",,,,"2017-11-29 06:35:55 -0500","ocd-division/country:us/state:ma/cd:8",,,,"MA","8",false,"2508"
"K000118","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000118.json","Barbara","B.","Kennelly",,"1936-07-10","F","D",,,,,"406284",,,"14877",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:59 -0400","ocd-division/country:us/state:ct/cd:1",,,,"CT","1",false,"0901"
"K000172","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000172.json","Dale","E.","Kildee",,"1929-09-16","M","D",,"dalekildee",,,"400216","6743",,"14430",,,"","",,,false,,,,"14",,,,"2016-05-03 15:22:18 -0400","ocd-division/country:us/state:mi/cd:7",,,,"MI","7",false,"2607"
"K000259","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000259.json","Gerald","D.","Kleczka",,"1943-11-26","M","D",,,,,"400223",,,"15085",,,"","",,,false,,,,"8",,,,"2013-04-12 20:12:02 -0400","ocd-division/country:us/state:wi/cd:4",,,,"WI","4",false,"5504"
"K000306","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000306.json","James","T.","Kolbe",,"1942-06-28","M","R",,,,,"400226",,,"15221",,,"","",,,false,,,,"6",,,,"2013-04-12 20:12:02 -0400","ocd-division/country:us/state:az/cd:5",,,,"AZ","5",false,"0405"
"K000307","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000307.json","Joseph","Paul","Kolter",,"1926-09-03","M","D",,,,,"406461",,,"15030",,,"","",,,false,,,,"8",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:pa/cd:4",,,,"PA","4",false,"4204"
"K000319","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000319.json","Peter","Houston","Kostmayer",,"1946-09-27","M","D",,,,,"406473",,,"14431",,,"","",,,false,,,,"12",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:pa/cd:8",,,,"PA","8",false,"4208"
"K000352","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000352.json","Jon",,"Kyl",,"1942-04-25","M","R",,"senjonkyl",,"SenJonKyl","300062",,,"15428",,"/m/01y0mp","","",,,false,,,,"4",,,,"2016-06-14 16:31:46 -0400","ocd-division/country:us/state:az/cd:4",,,,"AZ","4",false,"0404"
"L000556","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000556.json","John","J.","LaFalce",,"1939-10-06","M","D",,,,,"400537",,,"14248",,,"","",,,false,,,,"16",,,,"2013-04-12 20:12:01 -0400","ocd-division/country:us/state:ny/cd:32",,,,"NY","32",false,"3632"
"L000020","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000020.json","Robert","John","Lagomarsino",,"1926-09-04","M","R",,,,,"406530",,,"14071",,,"","",,,false,,,,"18",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ca/cd:19",,,,"CA","19",false,"0619"
"L000045","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000045.json","H. Martin",,"Lancaster",,"1943-03-24","M","D",,,,,"406554",,,"15429",,,"","",,,false,,,,"4",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:nc/cd:3",,,,"NC","3",false,"3703"
"L000090","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000090.json","Tom",,"Lantos",,"1928-02-01","M","D",,,,,"400231",,,"14837",,,"","",,,false,,,,"10",,,,"2013-04-12 20:12:03 -0400","ocd-division/country:us/state:ca/cd:11",,,,"CA","11",false,"0611"
"L000119","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000119.json","Gregory","H.","Laughlin",,"1942-01-21","M","D",,,,,"406625",,,"15611",,,"","",,,false,,,,"2",,,,"2013-04-12 20:11:58 -0400","ocd-division/country:us/state:tx/cd:14",,,,"TX","14",false,"4814"
"L000169","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000169.json","James","A.","Leach",,"1942-10-15","M","R",,,,,"400236",,,"14432",,,"","",,,false,,,,"14",,,,"2013-04-12 20:12:02 -0400","ocd-division/country:us/state:ia/cd:1",,,,"IA","1",false,"1901"
"L000180","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000180.json","James","Marvin","Leath",,"1931-05-06","M","D",,,,,"406682",,,"14641",,,"","",,,false,,,,"12",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:tx/cd:11",,,,"TX","11",false,"4811"
"L000225","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000225.json","Richard","H.","Lehman",,"1948-07-20","M","D",,,,,"406729",,,"15031",,,"","",,,false,,,,"8",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ca/cd:18",,,,"CA","18",false,"0618"
"L000226","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000226.json","William",,"Lehman",,"1913-10-05","M","D",,,,,"406730",,,"14029",,,"","",,,false,,,,"18",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:fl/cd:17",,,,"FL","17",false,"1217"
"L000237","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000237.json","George","Thomas","Leland",,"1944-11-27","M","D",,,,,"406740",,,"14643",,,"","",,,false,,,,"12",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:tx/cd:18",,,,"TX","18",false,"4818"
"L000243","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000243.json","Norman","Frederick","Lent",,"1931-03-23",,"R",,,,,"406746",,,"13021",,,"","",,,false,,,,"20",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ny/cd:4",,,,"NY","4",false,"3604"
"L000263","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000263.json","Sander","M.","Levin",,"1931-09-06","M","D",,"RepSandyLevin","RepSandyLevin","mi12yes","400238","251","26918","15033","N00003950","/m/02n8p2","","https://levin.house.gov",,,false,,,,"8",,,,"2018-03-07 08:14:43 -0500","ocd-division/country:us/state:mi/cd:17",,,,"MI","17",false,"2617"
"L000264","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000264.json","Meldon","Edises","Levine",,"1943-06-07",,"D",,,,,"406765",,,"15033",,,"","",,,false,,,,"8",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ca/cd:27",,,,"CA","27",false,"0627"
"L000274","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000274.json","Jerry",,"Lewis",,"1934-10-21","M","R",,"RepJerryLewis",,,"400239","1001646",,"14644",,"/m/0427y","","",,,false,,,,"12",,,,"2016-06-14 16:31:55 -0400","ocd-division/country:us/state:ca/cd:35",,,,"CA","35",false,"0635"
"L000287","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000287.json","John",,"Lewis",,"1940-02-21","M","D",,"RepJohnLewis","RepJohnLewis","repjohnlewis","400240","2528","26820","15431","N00002577","/m/02555z","","https://johnlewis.house.gov",,,false,,,,"4",,,,"2019-01-06 15:20:55 -0500","ocd-division/country:us/state:ga/cd:5",,,,"GA","5",false,"1305"
"L000295","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000295.json","Thomas","F.","Lewis",,"1924-10-26","M","R",,,,,"406790",,,"15034",,,"","",,,false,,,,"8",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:fl/cd:12",,,,"FL","12",false,"1212"
"L000305","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000305.json","James","Ross","Lightfoot",,"1938-09-27","M","R",,,,,"406799",,,"15222",,,"","",,,false,,,,"6",,,,"2013-04-12 20:11:58 -0400","ocd-division/country:us/state:ia/cd:5",,,,"IA","5",false,"1905"
"L000342","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000342.json","William","O.","Lipinski",,"1937-12-22","M","D",,,,,"400243",,,"15035",,,"","",,,false,,,,"8",,,,"2013-04-12 20:12:02 -0400","ocd-division/country:us/state:il/cd:5",,,,"IL","5",false,"1705"
"L000371","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000371.json","Bob",,"Livingston",,"1943-04-30","M","R",,,,,"406863",,,"14469",,,"","",,,false,,,,"14",,,,"2013-04-12 20:12:00 -0400","ocd-division/country:us/state:la/cd:1",,,,"LA","1",false,"2201"
"L000381","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000381.json","Marilyn","Laird","Lloyd",,"1929-01-03","F","D",,,,,"406873",,,"14251",,,"","",,,false,,,,"16",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:tn/cd:3",,,,"TN","3",false,"4703"
"L000420","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000420.json","Jill","Lynette","Long Thompson",,"1952-07-15","F","D",,,,,"406920",,,"15631",,,"","",,,false,,,,"2",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:in/cd:4",,,,"IN","4",false,"1804"
"L000479","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000479.json","William","David","Lowery",,"1947-05-02","M","R",,,,,"406968",,,"14839",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ca/cd:41",,,,"CA","41",false,"0641"
"L000480","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000480.json","Nita","M.","Lowey",,"1937-07-05","F","D",,"NitaLowey","RepLowey","nitalowey","400246","6110","26982","15612","N00001024","/m/03tv8l","","https://lowey.house.gov","https://lowey.house.gov/rss.xml",,false,,,,"2",,,,"2019-11-18 02:30:18 -0500","ocd-division/country:us/state:ny/cd:20",,,,"NY","20",false,"3620"
"L000508","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000508.json","Thomas","Andrew","Luken",,"1925-07-09","M","D",,,,,"406994",,,"14070",,,"","",,,false,,,,"16",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:oh/cd:1",,,,"OH","1",false,"3901"
"L000509","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000509.json","Donald","Edgar","Lukens",,"1931-02-11","M","R",,,,,"406995",,,"11028",,,"","",,,false,,,,"8",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:oh/cd:8",,,,"OH","8",false,"3908"
"M000015","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000015.json","Ronald","K.","Machtley",,"1948-07-13","M","R",,,,,"407044",,,"15615",,,"","",,,false,,,,"2",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ri/cd:1",,,,"RI","1",false,"4401"
"M000041","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000041.json","Edward","Rell","Madigan",,"1936-01-13","M","R",,,,,"407069",,,"14033",,,"","",,,false,,,,"18",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:il/cd:15",,,,"IL","15",false,"1715"
"M000117","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000117.json","Thomas","J.","Manton",,"1932-11-03","M","D",,,,,"407141",,,"15223",,,"","",,,false,,,,"6",,,,"2013-04-12 20:11:59 -0400","ocd-division/country:us/state:ny/cd:9",,,,"NY","9",false,"3609"
"M000133","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000133.json","Edward","J.","Markey",,"1946-07-11","M","D",,"SenMarkey","EdJMarkey","RepMarkey","400253","260","26900","14435","N00000270","/m/028vr4","","https://www.markey.senate.gov",,,false,,,,"14",,,,"2019-01-06 15:20:53 -0500","ocd-division/country:us/state:ma/cd:7",,,,"MA","7",false,"2507"
"M000139","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000139.json","Ronald","Charles","Marlenee",,"1935-08-08",,"R",,,,,"407162",,,"14437",,,"","",,,false,,,,"14",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:mt/cd:2",,,,"MT","At-Large",true,"3002"
"M000174","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000174.json","David","O?Brien","Martin",,"1944-04-26","M","R",,,,,"407196",,,"14840",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ny/cd:26",,,,"NY","26",false,"3626"
"M000195","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000195.json","Lynn","Morley","Martin",,"1939-12-26","F","R",,,,,"407215",,,"14841",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:54 -0400","ocd-division/country:us/state:il/cd:16",,,,"IL","16",false,"1716"
"M000206","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000206.json","Matthew","G.","Martinez",,"1929-02-14","M","D",,,,,"400595",,,"14879",,,"","",,,false,,,,"10",,,,"2013-04-12 20:12:00 -0400","ocd-division/country:us/state:ca/cd:30",,,,"CA","30",false,"0630"
"M000249","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000249.json","Robert","T.","Matsui",,"1941-09-17","M","D",,,,,"400256",,,"14649",,,"","",,,false,,,,"12",,,,"2013-04-12 20:12:02 -0400","ocd-division/country:us/state:ca/cd:3",,,,"CA","3",false,"0603"
"M000264","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000264.json","Nicholas","James","Mavroules",,"1929-11-01","M","D",,,,,"407282",,,"14650",,,"","",,,false,,,,"12",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ma/cd:6",,,,"MA","6",false,"2506"
"M000291","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000291.json","Romano","L.","Mazzoli",,"1932-11-02","M","D",,,,,"407306",,,"13024",,,"","",,,false,,,,"20",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ky/cd:3",,,,"KY","3",false,"2103"
"M000306","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000306.json","Alfred","A.","McCandless",,"1927-07-23","M","R",,,,,"407320",,,"15039",,,"","",,,false,,,,"8",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ca/cd:37",,,,"CA","37",false,"0637"
"M000342","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000342.json","Frank",,"McCloskey",,"1939-06-12","M","D",,,,,"407351",,,"15040",,,"","",,,false,,,,"8",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:in/cd:8",,,,"IN","8",false,"1808"
"M000350","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000350.json","Bill",,"McCollum",,"1944-07-12","M","R",,,,,"400596",,,"14842",,,"","",,,false,,,,"10",,,,"2013-04-12 20:12:00 -0400","ocd-division/country:us/state:fl/cd:5",,,,"FL","5",false,"1205"
"M000388","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000388.json","Jim","O.","McCrery",,"1949-09-18","M","R",,,,,"400261",,,"15450",,,"","",,,false,,,,"4",,,,"2013-04-12 20:12:03 -0400","ocd-division/country:us/state:la/cd:4",,,,"LA","4",false,"2204"
"M000398","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000398.json","David","Keith","McCurdy",,"1950-03-30","M","D",,,,,"407399",,,"14843",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:ok/cd:4",,,,"OK","4",false,"4004"
"M000399","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000399.json","Joseph","M.","McDade",,"1931-09-29","M","R",,,,,"407400",,,"10607",,,"","",,,false,,,,"28",,,,"2013-04-12 20:11:59 -0400","ocd-division/country:us/state:pa/cd:10",,,,"PA","10",false,"4210"
"M000404","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000404.json","Jim",,"McDermott",,"1936-12-28","M","D",,"RepJimMcDermott","CongressmanJimMcDermott","RepJimMcDermott","400262","5761",,"15613",,"/m/0249sh","","http://mcdermott.house.gov",,,false,,,,"2",,,,"2016-06-14 16:32:08 -0400","ocd-division/country:us/state:wa/cd:7",,,,"WA","7",false,"5307"
"M000432","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000432.json","Bob",,"McEwen",,"1950-01-12",,"R",,,,,"407432",,,"14844",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:oh/cd:6",,,,"OH","6",false,"3906"
"M000458","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000458.json","Raymond","Joseph","McGrath",,"1942-03-27","M","R",,,,,"407457",,,"14845",,,"","",,,false,,,,"10",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ny/cd:5",,,,"NY","5",false,"3605"
"M000473","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000473.json","Matthew","Francis","McHugh",,"1938-12-06","M","D",,,,,"407471",,,"14253",,,"","",,,false,,,,"16",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:ny/cd:28",,,,"NY","28",false,"3628"
"M000566","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000566.json","John","Alexander, III","McMillan",,"1932-05-09","M","R",,,,,"407558",,,"15224",,,"","",,,false,,,,"6",,,,"2013-04-12 20:11:57 -0400","ocd-division/country:us/state:nc/cd:9",,,,"NC","9",false,"3709"
"M000573","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000573.json","Charles","Thomas","McMillen",,"1952-05-26","M","D",,,,,"407564",,,"15431",,,"","",,,false,,,,"4",,,,"2013-04-12 20:11:56 -0400","ocd-division/country:us/state:md/cd:4",,,,"MD","4",false,"2404"
"M000590","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000590.json","Michael","R.","McNulty",,"1947-09-16","M","D",,,,,"400268",,,"15617",,,"","",,,false,,,,"2",,,,"2013-04-12 20:12:03 -0400","ocd-division/country:us/state:ny/cd:23",,,,"NY","23",false,"3623"
